name,platform,year,genre,publisher,critic_score,user_score,total_sales,na_sales,jp_sales,pal_sales,other_sales
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,46.2,8.05,5.22,2.3,1.27,1.34,0.32
Theme Hospital,PC,1997.0,Strategy,Electronic Arts,,,2.4,2.3,0.0,0.1,0.0
Tomb Raider,PS,1996.0,Action,Eidos Interactive,49.95,,4.63,2.29,0.13,1.97,0.24
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,49.35,,3.9,2.29,0.01,1.17,0.42
Marvel: Ultimate Alliance,X360,2006.0,Role-Playing,Activision,45.15,,2.5,2.29,0.0,0.02,0.19
Final Fantasy VIII,PS,1999.0,Role-Playing,SquareSoft,49.7,,7.86,2.28,3.63,1.72,0.23
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,,,4.05,2.28,0.16,1.55,0.06
Half-Life 2,PC,2004.0,Shooter,Vivendi Games,52.85,,2.37,2.28,0.08,0.02,0.0
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,,,3.54,2.3049999999999997,0.0,0.9,0.335
Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,49.05,,5.74,2.26,1.36,1.89,0.23
Killer Instinct,SNES,1995.0,Fighting,Nintendo,,,3.2,2.26,0.12,0.72,0.1
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,44.4,,4.205,2.2649999999999997,0.04,1.47,0.435
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,50.0,,4.255000000000001,2.25,0.07,1.32,0.62
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,,,3.77,2.23,0.81,0.47,0.26
Pokemon Snap,N64,1999.0,Simulation,Nintendo,,,3.63,2.23,0.66,0.68,0.06
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,47.9,,2.94,2.22,0.06,0.51,0.15
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,,,3.83,2.21,0.54,0.96,0.13
Madden NFL 09,X360,2008.0,Sports,Electronic Arts,45.75,,2.535,2.21,0.0,0.12,0.2
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,47.65,,4.33,2.2,1.38,0.58,0.17
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,50.5,,3.51,2.22,0.02,0.95,0.32
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,,,4.38,2.19,1.61,0.5,0.08
NBA Street,PS2,2001.0,Sports,Electronic Arts,49.15,,2.79,2.19,0.0,0.22,0.38
Dr. Mario,GB,1989.0,Puzzle,Nintendo,,,5.34,2.18,2.0,0.96,0.2
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,,,3.59,2.18,0.03,1.02,0.37
Madden NFL 08,X360,2007.0,Sports,Electronic Arts,46.45,,2.37,2.18,0.0,0.01,0.18
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,,,3.09,2.17,0.55,0.28,0.08
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,49.5,8.3,3.9699999999999998,2.165,0.07,1.14,0.6
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,43.65,6.3,3.51,2.1550000000000002,0.02,1.03,0.315
Dance Central,X360,2010.0,Misc,MTV Games,45.2,,3.17,2.15,0.01,0.76,0.26
ESPN NFL 2K5,PS2,2004.0,Sports,Sega,49.65,,2.62,2.15,0.0,0.12,0.36
Frogger's Adventures: Temple of the Frog,GBA,,Adventure,Konami Digital Entertainment,39.85,,2.39,2.15,0.0,0.18,0.07
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,,,3.52,2.14,0.01,1.21,0.17
Destiny,XOne,2014.0,Shooter,Activision,41.3,5.8,3.39,2.1550000000000002,0.0,0.92,0.315
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,48.0,,3.12,2.14,0.0,0.86,0.13
Madden NFL 08,PS2,2007.0,Sports,Electronic Arts,42.95,,2.57,2.14,0.0,0.08,0.35
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,41.8,,3.86,2.1399999999999997,0.1,1.125,0.5
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,51.8,,3.67,2.13,0.01,1.18,0.35
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,30.1,,4.055,2.12,0.05,1.47,0.42
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,,,3.84,2.12,0.22,1.44,0.06
Twisted Metal 2,PS,1996.0,Racing,Sony Computer Entertainment,,,2.44,2.12,0.0,0.25,0.07
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,51.25,8.95,4.32,2.11,0.73,1.16,0.32
Resident Evil 5,X360,2009.0,Action,Capcom,45.8,8.15,3.5149999999999997,2.12,0.12,0.93,0.34
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,45.5,,2.635,2.115,0.0,0.22999999999999998,0.295
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,,,5.15,2.1,2.2,0.74,0.11
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,48.5,8.95,3.475,2.105,0.04,1.01,0.325
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,39.05,8.45,3.46,2.1,0.01,1.01,0.35
NBA 2K14,X360,2013.0,Sports,Take-Two Interactive,48.15,,2.545,2.105,0.0,0.19,0.25
Tetris Plus,PS,1996.0,Puzzle,JVC,,,2.4,2.1,0.0,0.24,0.07
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,,,4.33,2.09,0.62,1.31,0.31
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,44.65,,3.9,2.09,0.06,1.35,0.4
The Elder Scrolls III: Morrowind,XB,2002.0,Role-Playing,Ubisoft,47.6,,2.86,2.09,0.03,0.63,0.11
Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,50.05,,4.585,2.08,0.06,1.975,0.475
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,33.0,,3.98,2.08,0.0,1.35,0.54
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,49.5,8.8,3.64,2.08,0.15,1.09,0.33
Resident Evil 4,PS2,2005.0,Action,Capcom,52.8,9.1,3.62,2.08,0.46,0.83,0.25
Madden NFL 16,XOne,2015.0,Sports,Electronic Arts,46.1,6.0,2.4450000000000003,2.105,0.0,0.08,0.26
Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,36.45,,5.42,2.07,0.24,2.29,0.82
Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,47.3,8.3,4.62,2.07,0.08,1.71,0.76
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,44.0,,2.94,2.07,0.05,0.77,0.05
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,45.2,,2.41,2.07,0.0,0.26,0.08
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,48.95,,3.17,2.06,0.38,0.56,0.17
Frogger,2600,1981.0,Action,Parker Bros.,,,2.2,2.06,0.0,0.12,0.02
Resident Evil,PS,1996.0,Action,Virgin Interactive,49.8,,5.05,2.05,1.11,1.16,0.73
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,,,3.61,2.05,0.0,1.4,0.16
Excitebike,NES,1984.0,Racing,Nintendo,,,4.16,2.04,1.57,0.48,0.07
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,,,3.9050000000000002,2.265,0.02,1.27,0.35
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,41.75,,3.41,2.0549999999999997,0.0,1.03,0.33
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,,,3.0,2.04,0.12,0.63,0.22
Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,45.65,,2.3899999999999997,2.045,0.0,0.15,0.2
Sim Theme Park,PC,1998.0,Strategy,Electronic Arts,,,2.08,2.04,0.0,0.04,0.0
Animal Crossing: New Leaf,3DS,2012.0,Simulation,Nintendo,48.3,8.75,9.16,2.03,4.39,2.36,0.39
Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,,,5.654999999999999,2.12,0.0,2.615,0.9299999999999999
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,45.3,,4.37,2.03,0.08,1.79,0.47
Street Fighter IV,PS3,2009.0,Fighting,Capcom,51.65,8.15,4.175000000000001,2.035,0.585,1.045,0.52
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,51.2,,3.95,2.03,0.37,1.16,0.38
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,43.15,,3.76,2.03,0.0,1.56,0.17
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,,,3.02,2.03,0.45,0.47,0.07
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,,,2.88,2.03,0.02,0.72,0.11
NBA Live 2005,PS2,2004.0,Sports,Electronic Arts,46.45,,2.59,2.03,0.0,0.21,0.35
Madden NFL 10,PS3,2009.0,Sports,Electronic Arts,46.8,,2.37,2.03,0.0,0.13,0.21
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,35.05,,3.61,2.02,0.0,1.17,0.42
WWF SmackDown!,PS,2000.0,Fighting,THQ,,,3.58,2.01,0.06,1.35,0.16
Guitar Hero II,X360,2007.0,Misc,Activision,50.6,,2.205,2.01,0.0,0.02,0.17
Star Wars: Shadows of the Empire,N64,1996.0,Action,Nintendo,,,2.65,2.0,0.12,0.5,0.03
Midnight Club: Street Racing,PS2,2000.0,Racing,Take-Two Interactive,43.3,,2.63,2.0,0.02,0.47,0.14
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,44.05,,3.31,1.99,0.05,1.05,0.22
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,52.75,8.9,3.1,1.99,0.03,0.81,0.27
Fable,XB,2004.0,Role-Playing,Microsoft Game Studios,46.8,,2.66,1.99,0.0,0.58,0.09
Demon Attack,2600,1981.0,Shooter,Imagic,,,2.13,1.99,0.0,0.12,0.02
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,36.95,,5.13,1.98,0.13,2.23,0.8
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,,,3.53,1.98,0.01,1.14,0.41
Wave Race 64,N64,1996.0,Racing,Nintendo,,,2.94,1.98,0.34,0.58,0.04
Mortal Kombat,PS3,2011.0,Fighting,Warner Bros. Interactive Entertainment,,,2.2,1.52,0.0,0.42000000000000004,0.265
Mortal Kombat Trilogy,PS,1996.0,Fighting,GT Interactive,,,2.79,1.98,0.0,0.7,0.11
Madden NFL 25,X360,2013.0,Sports,Electronic Arts,43.9,,2.2800000000000002,2.0,0.0,0.065,0.22
Donkey Kong Land,GB,1994.0,Platform,Nintendo,,,3.91,1.97,1.07,0.76,0.11
Resident Evil 5,PS3,2009.0,Action,Capcom,46.3,8.15,5.095,1.96,1.08,1.415,0.64
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,,,3.52,1.96,0.0,1.33,0.23
Metroid Prime,GC,2002.0,Shooter,Nintendo,53.3,9.4,2.82,1.96,0.1,0.67,0.09
A Bug's Life,PS,1998.0,Platform,Sony Computer Entertainment,,,2.79,1.96,0.0,0.72,0.11
Super Paper Mario,Wii,2007.0,Platform,Nintendo,46.75,,3.71,1.95,0.59,0.86,0.31
Mortal Kombat,GEN,1992.0,Fighting,Arena Entertainment,,,2.67,1.95,0.0,0.63,0.09
NBA 2K16,XOne,2015.0,Sports,Take-Two Interactive,47.35,6.45,2.375,1.98,0.0,0.15,0.245
The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,45.15,,4.67,1.94,0.08,1.95,0.7
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,51.25,,3.04,1.94,0.03,0.84,0.24
Saints Row 2,X360,2008.0,Action,THQ,44.45,,3.05,1.96,0.02,0.79,0.28
WCW/nWo Revenge,N64,1998.0,Fighting,THQ,,,2.38,1.94,0.03,0.39,0.02
Wipeout: The Game,Wii,2009.0,Misc,Mindscape,,,2.0700000000000003,1.94,0.0,0.0,0.13
Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,,,1.94,1.94,0.0,0.0,0.0
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,50.05,,3.71,1.93,0.0,1.58,0.19
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,,,3.61,1.93,0.03,1.22,0.44
Rock Band,X360,,Misc,Electronic Arts,50.55,,2.47,1.93,0.0,0.33,0.21
Madden NFL 12,PS3,2011.0,Sports,Electronic Arts,43.4,,2.26,1.93,0.0,0.15,0.175
Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,46.65,,5.29,1.92,2.11,1.08,0.17
Animal Crossing,GC,2001.0,Simulation,Nintendo,47.65,,3.15,1.92,0.99,0.16,0.09
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,,,3.08,1.92,0.64,0.45,0.07
ATV Offroad Fury 2,PS2,2002.0,Racing,THQ,45.35,,2.18,1.92,0.0,0.2,0.06
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,44.6,7.65,4.825,1.91,0.09,2.005,0.82
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,46.75,7.3,3.335,1.9849999999999999,0.03,1.02,0.3
Kung Fu Panda,X360,2008.0,Action,Activision,41.25,,3.045,1.91,0.0,0.84,0.29
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,39.95,,3.53,1.9,0.1,1.13,0.41
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,,,3.36,1.9,0.73,0.67,0.06
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,47.35,,3.32,1.9,0.01,1.125,0.295
True Crime: Streets of LA,PS2,2003.0,Action,Activision,,,3.27,1.89,0.02,1.05,0.31
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,49.0,,3.0549999999999997,1.89,0.04,0.88,0.255
Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,50.7,8.55,5.95,1.88,2.33,0.0,1.74
Resident Evil 2,PS,1998.0,Action,Virgin Interactive,49.15,,5.82,1.88,2.02,1.47,0.45
The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,,,4.71,1.88,0.07,2.0,0.77
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,,,3.74,1.895,0.0,1.525,0.32
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,42.45,,2.995,1.9,0.0,0.815,0.275
Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,,,4.535,1.87,0.22,1.9649999999999999,0.48
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,,,3.65,1.87,0.55,1.13,0.1
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,,,3.14,1.87,0.0,0.97,0.3
Assassin's Creed: Brotherhood,PS3,2010.0,Action,Ubisoft,49.55,,2.835,1.87,0.11,0.56,0.295
Streets of Rage,GEN,1990.0,Action,Sega,,,2.6,1.86,0.11,0.55,0.08
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,51.1,8.15,5.38,1.85,0.19,2.5,0.85
The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,49.55,,5.08,1.85,0.95,1.8,0.48
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,51.15,8.8,3.02,1.85,0.0,1.04,0.13
LEGO Star Wars II: The Original Trilogy,PS2,2006.0,Action,LucasArts,46.2,,2.69,1.85,0.01,0.64,0.19
Titanfall,XOne,2014.0,Shooter,Electronic Arts,47.45,6.55,3.0300000000000002,1.8599999999999999,0.04,0.855,0.275
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003.0,Action,Take-Two Interactive,,,2.49,1.84,0.0,0.56,0.09
NBA 2K11,X360,2010.0,Action,Take-Two Interactive,48.9,,2.0999999999999996,1.85,0.01,0.12,0.13
E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,,,1.97,1.84,0.0,0.11,0.02
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,,,4.93,1.83,1.54,1.19,0.37
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,50.05,,3.41,1.83,0.06,1.06,0.46499999999999997
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,50.1,8.9,2.91,1.83,0.03,0.79,0.27
Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,40.05,8.2,4.62,1.82,1.32,1.12,0.36
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,,,3.77,1.82,0.47,1.24,0.25
Street Fighter IV,X360,2009.0,Fighting,Capcom,51.15,8.15,2.9450000000000003,1.8250000000000002,0.15,0.7,0.26
Call of Duty 2,X360,2005.0,Shooter,Activision,48.9,8.6,2.045,1.83,0.01,0.04,0.16
Mortal Kombat: Deadly Alliance,PS2,2002.0,Fighting,Midway Games,43.6,,2.49,1.81,0.0,0.52,0.15
The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,46.7,,1.82,1.81,0.0,0.0,0.0
Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,47.3,8.45,4.59,1.8,1.11,1.39,0.29
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,40.75,,3.0700000000000003,1.8,0.0,0.975,0.29
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,42.45,,4.0,1.7850000000000001,0.05,1.535,0.6299999999999999
Enter the Matrix,PS2,2003.0,Action,Atari,34.6,,3.18,1.78,0.09,1.12,0.19
Guitar Hero: World Tour,X360,2008.0,Misc,Activision,46.7,,2.66,1.78,0.0,0.635,0.25
,GEN,1993.0,,Acclaim Entertainment,,,2.39,1.78,0.0,0.53,0.08
Rock Band 2,X360,2008.0,Misc,Electronic Arts,50.6,,2.2,1.78,0.0,0.24,0.18
World of Warcraft: Cataclysm,PC,2010.0,Role-Playing,Activision,49.5,,2.08,1.77,0.0,0.32,0.0
Need for Speed: Most Wanted 5-1-0,PSP,2005.0,Racing,Electronic Arts,39.7,,2.08,1.77,0.02,0.125,0.17
Madden NFL 15,X360,2014.0,Sports,Electronic Arts,,5.8,2.07,1.7850000000000001,0.0,0.06,0.22
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,,,3.2,1.76,0.07,1.21,0.16
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,46.85,8.7,2.93,1.76,0.12,0.68,0.37
Dragon Age: Origins,X360,2009.0,Role-Playing,Electronic Arts,47.25,,2.56,1.76,0.03,0.55,0.22
Wii Party,Wii,2010.0,Misc,Nintendo,37.5,,8.38,1.75,2.49,3.47,0.67
Spider-Man 2,PS2,2004.0,Action,Activision,43.95,,3.41,1.75,0.02,1.2,0.43
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,39.75,,3.0549999999999997,1.75,0.0,1.0150000000000001,0.29
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,,,2.91,1.75,0.62,0.45,0.09
Sega Superstars Tennis,X360,2008.0,Sports,Sega,36.95,,2.89,1.75,0.0,0.86,0.28
The Legend of Zelda: A Link to the Past,GBA,2002.0,Action,Nintendo,52.5,,2.7,1.75,0.33,0.52,0.1
NBA Jam,GEN,1992.0,Sports,Arena Entertainment,,,2.05,1.75,0.0,0.25,0.05
Madden NFL 06,XB,2005.0,Sports,Electronic Arts,47.55,,1.86,1.75,0.0,0.03,0.08
Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,45.5,8.25,5.34,1.745,1.87,1.22,0.51
Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,47.25,8.6,4.34,1.74,0.14,1.72,0.75
Star Wars: The Force Unleashed,X360,2008.0,Action,LucasArts,40.05,,2.77,1.74,0.0,0.775,0.26
Zumba Fitness,X360,2010.0,Sports,505 Games,,,2.38,1.74,0.0,0.45,0.19
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990.0,Action,Konami Digital Entertainment,,,2.23,1.74,0.21,0.25,0.03
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,,,2.04,1.74,0.0,0.02,0.28
The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,,,4.7,1.73,0.0,2.19,0.79
F-1 Race,GB,1990.0,Racing,Nintendo,,,3.41,1.73,0.59,0.69,0.4
NBA 2K13,PS3,2012.0,Sports,Take-Two Interactive,49.3,,2.55,1.7349999999999999,0.05,0.445,0.33
Kinect: Disneyland Adventures,X360,2011.0,Misc,Microsoft Game Studios,40.75,,2.38,1.73,0.02,0.43,0.2
Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,40.25,,1.82,1.73,0.0,0.07,0.02
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,,,3.21,1.72,0.0,1.33,0.16
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,41.5,,3.07,1.72,0.0,1.21,0.14
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,47.2,,5.055,1.7,0.16,2.01,1.185
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,,,4.21,1.7,0.0,2.27,0.23
Spider-Man,PS,2000.0,Action,Activision,,,3.13,1.7,0.02,1.25,0.16
God of War Collection,PS3,2009.0,Action,Sony Computer Entertainment,50.1,,2.6,1.7,0.06,0.44,0.4
Sonic Adventure 2 Battle,GC,2001.0,Platform,Sega,39.9,,2.56,1.7,0.21,0.59,0.07
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,51.1,,3.1100000000000003,1.69,0.14,0.855,0.435
NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,49.7,,1.95,1.69,0.0,0.2,0.06
Cruis'n USA,N64,1996.0,Racing,Nintendo,,,1.74,1.69,0.0,0.04,0.01
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,46.85,,4.05,1.68,0.51,1.51,0.35
Jak II,PS2,2003.0,Platform,Sony Computer Entertainment,48.25,,2.78,1.68,0.0,0.74,0.36
Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,44.65,,2.375,1.7,0.01,0.45,0.215
Star Wars: Knights of the Old Republic,XB,2003.0,Role-Playing,Activision,51.7,9.6,2.19,1.68,0.0,0.44,0.08
Need for Speed: Hot Pursuit 2,PS2,2002.0,Racing,Electronic Arts,48.85,,2.11,1.68,0.02,0.31,0.09
Tony Hawk's Pro Skater,N64,2000.0,Sports,Activision,,,2.11,1.68,0.0,0.4,0.03
Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,,,1.75,1.68,0.0,0.04,0.04
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,,,2.99,1.67,0.0,1.18,0.13
Guitar Hero,PS2,2005.0,Misc,RedOctane,49.5,,2.38,1.67,0.03,0.61,0.07
Scribblenauts,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,43.6,,2.16,1.67,0.02,0.3,0.18
The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,43.65,,1.68,1.67,0.0,0.0,0.0
Big Brain Academy,DS,2005.0,Misc,Nintendo,40.85,,6.62,1.66,1.6,2.75,0.62
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,,,3.54,1.66,0.12,1.58,0.18
Madden NFL 07,X360,2006.0,Sports,Electronic Arts,44.25,,1.8,1.66,0.01,0.0,0.13
Madden NFL 99,PS,1998.0,Sports,Electronic Arts,,,1.74,1.66,0.0,0.04,0.04
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,,,4.12,1.65,1.76,0.61,0.09
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,40.6,,3.6550000000000002,1.65,0.0,1.2149999999999999,0.79
BioShock,X360,2007.0,Shooter,Take-Two Interactive,52.8,9.2,2.83,1.65,0.05,0.85,0.28
uDraw Studio,Wii,2010.0,Misc,THQ,,,2.4299999999999997,1.65,0.0,0.575,0.20500000000000002
Cool Boarders 3,PS,1998.0,Sports,989 Studios,,,2.31,1.65,0.1,0.46,0.1
Kung Fu,NES,1985.0,Action,Nintendo,,,3.5,1.64,1.42,0.38,0.06
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001.0,Strategy,Konami Digital Entertainment,,,2.07,1.64,0.0,0.36,0.07
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,,,5.095,1.63,0.44,2.455,0.57
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,,,3.34,1.63,0.0,1.53,0.18
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,43.4,,2.67,1.63,0.35,0.51,0.18
Dragon Ball Z: Budokai 2,PS2,2003.0,Fighting,Atari,,,2.41,1.63,0.51,0.22,0.06
Mortal Kombat,X360,2011.0,Fighting,Warner Bros. Interactive Entertainment,,,1.62,1.24,0.0,0.25,0.13
Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,51.6,,5.3,1.62,2.78,0.77,0.14
NBA 2K12,PS3,2011.0,Sports,Take-Two Interactive,49.55,,2.12,1.62,0.05,0.265,0.18
Call of Duty: Infinite Warfare,PS4,2016.0,Shooter,Activision,42.35,3.6,6.470000000000001,2.36,0.16999999999999998,2.915,1.0350000000000001
Star Fox,SNES,1993.0,Shooter,Nintendo,,,2.99,1.61,0.8,0.51,0.07
Minecraft,XOne,2014.0,Misc,Microsoft Game Studios,,,4.095,2.42,0.0,1.305,0.37
Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,50.25,,1.72,1.61,0.0,0.03,0.08
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,38.45,,3.58,1.6,0.1,1.49,0.39
Star Wars: Rogue Squadron,N64,1998.0,Simulation,Nintendo,,,2.17,1.6,0.08,0.46,0.03
Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,41.9,,1.955,1.61,0.0,0.03,0.31
Finding Nemo,GBA,2003.0,Action,THQ,,,2.82,1.59,0.04,1.05,0.14
Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,,,2.65,1.59,0.0,0.8,0.26
MySims,DS,2007.0,Simulation,Electronic Arts,36.85,,3.66,1.58,0.08,1.5950000000000002,0.405
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,46.7,5.9,2.96,1.58,0.0,1.01,0.38
Need For Speed: High Stakes,PS,1999.0,Racing,Electronic Arts,,,2.31,1.58,0.0,0.64,0.09
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,,,1.6949999999999998,1.58,0.0,0.0,0.12
NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,,,1.68,1.58,0.0,0.06,0.04
Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,49.7,,1.67,1.58,0.0,0.05,0.04
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,,,3.56,1.57,0.0,1.79,0.2
Donkey Kong,GB,1994.0,Platform,Nintendo,,,3.07,1.57,0.55,0.62,0.34
wwe Smackdown vs. Raw 2006,PS2,,Fighting,,,,3.0,1.57,0.0,1.02,0.41
